Comment,Replies
"is &quot;the stripper&quot; a soap opera, a movie or what?😂😂😂","fanfic
yenesia lalala camren &lt;3
100k de inscritos sem video <a href=""http://www.youtube.com/results?search_query=%23Gogo100K"">#Gogo100K</a>  just... camren ♥"
lol. he kinda looks like taylor swift whenever he smiles . XD,"lol i can&#39;t unsee it now.....
A brother from far mother😂"
Anyone listening to this song in 2015. Wait it&#39;s 2016.,"Brian Nguyen wait, it&#39;s 2017... times flies"
"if i could read your mind, will i find a trace of me?",
Who else came here because of Luke Hemmings?,"i came because of luke
GemmaMarie Boyle  omg same ahahahah
I came case luke
same hahaha xx
alice polae kiss kiss radio interview
when did he talk about this song?
meeee hahaha
MEEEEEEEEEE hahahahahah
Meee!!! He talked about it and I instantly had to look it up! He said he&#39;d dedicate this to the perfect girl!!"
Dec. 2019 🙋 just few more days and it&#39;s gonna be on 10th yrs,
2017 💕💕😍,
So. Very. Hipster.,"Thomas Cook superman was the original hipster xD
this is about as far from hipster as you can get.
hes meant to resemble superman so... superman was the first hipster"
"no YT recommendation here, who else searched for it?","Right here sirrrrr
hereeee"
He looks like LOUIS TOMLINSON!!! :0 :),
Who came from YouTube recommended???? Btw after 10 years later,
Comment Section:<br>Because of Renejay and Samantha: 98%<br>Asking where this guy went: 1%<br>How good the song was: 1%,"@alex king there is a vlogger named dogie, who shipped renejay and sam. renejay sang that song to samantha. the vlogger is pretty famous so, all the filipinos who watched the vid got here.
wtf are renejay and sam?
Legit haha lagi <br> pliniplay to back in the days that was 2013! Napaka lowkey lang"
he looks like fetus louis. c:,
I clicked because he looks like fetus Louis Tomlinson with glasses,e r i k a angels  i feel you 😂 he look like louis 😍
Everybody sayin why he didn&#39;t get that &quot;fame&quot;<br>Come on guys. He didn&#39;t sign up for the Illuminati club. That&#39;s why he didn&#39;t get all that fame. Geeeeeezzz,Maybe I should contact the illuminati club cause I wanna get big in singing
he looks like Louis Tomlinson .,
March 6 2019 😍😍,
is it just me or does he look like louis tomlinson????,"He looks like idubbbz
its not only you 😂"
2019 EVERYONE!!! ♡,
Comment section:<br>5% is here during quarantine<br>20% about this song<br>75% about Samantha and Renejay,"yea , it&#39;s so annoying"
sino nandito dahil kay Renejay...  ito yung kinanta nya kay Samantha 😍,
Am I the only one who think he looks like fetus Louis Tomlinson?,"only thing is he was around before one direction and louis tomlinson
your not the only one bro.
Louis- SUPERMAN!!!"
He&#39;s like a guy version of Taylor Swift 😍. That was just my opinion :),Precious Sto.Domingo better then Taylor swift
reminds me of fetus louis from 1D,
*****  Rhea Thakur  JJUST IMAGINE SOME ONE SINGING THIS TO YOU I DONT SAY THIS BUT I WOULD FALL HARD . I FOUND THE PERFECT SONG. LISTEN TO IT. MAKE IT YOUR JAM.,"JOE BROOOOOKS IS BAAAAE , HIS OTHER SONGS ARE GOOD TOO. I FIND THE LIGHT IN YOU AND GREEN EYES ARE MY FAVORITE.
AHH"
"2020, during covid19 quarantine.. anyone?",
Who&#39;s here when renejay serenading samantha <br> Renejay: Sana magustuhan mo ko<br>Sam: nagustuhan ko sya sobra <br>SAYA SAYA KUYA WILL,
I thought this was Louis from one direction at first,
Ganda ng kanta.. Slamat ky renejay haha!,
I miss when the comment section is not a calendar<br><br><br><br><br><br><br><br>Me: who&#39;s here February 2020?,"Uhm ofc
Tru
me"
Who came here cause you thought this was Louis Tomlinson when you saw the thumbnail?,"tbh, yes even I&#39;ve watched this 10 years ago 😂"
só eu do brasil kkk?,"Vinicius Felipe 6
Vinicius Felipe temos esperança de ver ele no Brasil?
Vinicius Felipe sofrencia bateu aqui na porta tambem. Joe Brooks é amor e dor ao mesmo tempo
aqui!!!
●/
ai sim kk achei q só eu curtia isso kkkk
OI oi Queridos! kkkkkk
Vinicius Felipe opa 😅😅
Vinicius Felipe ñ eu também sou do Brasil"
HE LOOKS LIKE FETUS LOUIS TOMMO,
Anyone else from First Dates? 😂,
Sino pumunta dito dahil kinanta ni renejay kay samantha? Hahaha kilig😍,"Tanginamo too
tangina mo"
The Stripper &lt;3,Camren is real❤
"Quem aí escuta essa música até hoje, deixa o seu <b>&quot;curtir&quot;</b> .<br><br><br><br><br>Não leia meu nome (rs)",
Joe and Taylor swift would have made good couple,
2020 anyone?  😊,
damn ! 10 years,
he looks like louis tomlinson,"Yeah I clicked because he looks like Louis and the title song, remind me of video diaries. I&#39;m searching for a comment like this so i know it wasn&#39;t just me  haha
The only reason why I clicked on the video was because it looks so much like the little Tommo bean
remember their video diaries the one where he shouted supppermaaan<br>joe really looks like tommo. on that part
sooooooooooooooooooooo true
+Christine No,shhhhh.
Omg yes
+Christine i agree with you!
This is the comment I&#39;m looking for! ;)
+Christine I was waiting to find this coment and it was right at the topxD
Yeah with a mix of Nicholas Hoult.
yeah I agree."
i&#39;m not here because of renejay and samantha i&#39;m coming back here from time to time because i miss joe brooks songs soo muucchh,
Hahaha since 2012 until now 1 of my fav songs. To,
male version of Taylor Swift,"Xaxaxa
Jajaja"
Omg I forgot about this song,
good old days ahh,
Here from First Dates!,
He&#39;s still releasing music! Peep &#39;Pink Sky Moon&#39;!,
With the glasses he looks like Clark Kent,
he just look like louis 😂,"No, louis looks like him.
Yaaaasss!! ik and i thought i&#39;m the only one who notice it ohmygoodness
just The Hair
YEAH oh my skfndnfnd
YES<br><br><br>my tomlinson
+nanda izza 2012 Lou? Haha"
<b>10 years later Be honest guys no one search for this</b><br><b>This song will be popular again</b>,
me watching this years later: 👁👄👁,
"dear joe, stop being so cute<br>thanks from my ovaries, they&#39;ll appreciate it","Sanjana Ahmed so she&#39;s an Indian
gay
im so giving this a thumbs up. hahahaha
+Sanjana Ahmed  Omg I know right, he is sooooooooooooooooooo cute! :D
+Sanjana Ahmed lol, you made me laugh. I applaud you, Ma&#39;am.
+Sanjana Ahmed lol
+Sanjana Ahmed I&#39;ve made a cover of this. could you check it out? It would really mean a lot! ^^
+Anime Shorts looks like she is"
♥,
❤,
like si estas escuchando esta canción por &quot;The stripper&quot;?! jajaj xD,Claudiferchis si eso es!! haha
💜,
I&#39;m from a wattpad book 😂 I&#39;ll protect you . This is cute,
First date hotel brought me here 😅,Me 2
love,
❤,
Who else was brought here by First Dates Hotel?,ME! !
I wish I could rock that look,
SINONG NANDITO DAHIL KANTA NI RENEJAY HAHAHA💕,
❤️,
❤️,
Not here because of renejay. I&#39;m here because it&#39;s recommened,
"10 years ago, and youtube recommend me this",
Who’s here from first dates??,"Lmao
Hannah Davis me"
I&#39;m here because I remembered how good this song was and not because of what&#39;s trending. lol no offence tho,
Glad boss dogs brought me to this masterpiece.,
WHY DOES THE THUMBNAIL LOOKS LIKE LOUIS TOMLINSON AJHJSKAJSKAJ,Same......i was thinking the same
this is my BG Music on Tumblr ❤️❤️,
"bruh,  takes me back to grade 4",
Tangina galing ako sa vlog nila dogie eh haha hinarana no renejay si samantha nagandahan ako sa kanta kaya sinearch ko kaagad hahaha,
Middle school days  💔,
Who&#39;s here because of renejay serenading samantha?,"Not for sure
🙋‍♂️
Me hahaha
me ahhahhaha"
Still watching this &lt;3,
First Dates brought me here,"Hahaha sameee
I got here cuz it was on my recommended xDD.
Gay
same"
"I almost forgot about this song,. my Facebook reminded me about it. lol",
im here because my crush told me to listen to this,
Who&#39;s here ng kinanta ni renejay to kay sam❤,
nostalgic........,
&lt;3,
Who’s here After seeing first dates hotel?,"Me 😂
Me brp
Me loll
Meeee"
"LET&#39;S SEE WHO&#39;S STILL LISTENING , 2021 ANYONE?",
💗💗💗,
renajay!!,
I love how fresh these comments are even after 11 years.,
Why is YouTube recommending this 10 years later,
You look like old Louis Tomlinson,"Renata Gabriel young* 😂
Renata Gabriel agree
I actually thought I was the only one that freakin noticed that! <b>Actually fangirling real hard over the fact that he looks like young Louis with the glasses and all 💕☝😂</b>
Girl you are not alone:)
Yeahh
i thought i was the only one thinking of that 😂
Yes exactly I was running out of words because fangirled over the young Lou and missing him.
you mean young Louis Tomlinson
He&#39;s prettier than Louis!
I thought the same thing
YASSS!!! Lol!💛😍🔥
Renata Gabriel I  agree with you."
The girl I use to listen to this song has now had her batman.,
💙,
Who&#39;s here because of Renejay?,"Plz tell me who?
Ako HAHAHA
what
Who
Sko"
set 2020 ouvindooooo,
2020 anyone. It&#39;s January 1rst,"good old times before everything had changed..
@AshEmpire facts
@AshEmpire same😭 God Bless Ya man
You&#39;re so innocent, so pure. Blind to the painful road ahead. I miss life before 2020.
2021! January 1
Aw sad
It&#39;s december
DECEMBER 24
It&#39;s gonna be  January 2021 soon buddy
aye we almost done this shit excuse of a yr. hold on a Lil more brudas 😌🙏
2020 indeed. It&#39;s December 1st
ITS 2025
Corona year🦇🦇😂
It&#39;s Octoberrrrrr!!
13 October
October 9, 2020 it&#39;s 5:02 AM
It&#39;s October 3rd 😍
3/10/2020
September 24. 6th month of lockdown.
September 18, 2020
It&#39;s goddamn september
September 15🙃
SEPTEMBER 9 2020
Bad year
welps it&#39;s corona timeee
🙌
August
20 aug 2020...
Me to 😏
2020 sucks
It’s July 24th now I would recommend staying in January
And 2020 july 23rd..10yrs
@Alexa Hollis Aww Happy early birthday❤
It&#39;s going to be a bad year I&#39;m telling ya
@Aen I know how you feel 🙃🙃 I was around 14 listening to this song! I&#39;m gonna be 23 this month (21st July) 😭😭😂 reminds me of better &amp; easier times 💕
July 7th , years flying by eh?
July 1st😭😭
June 31st
IM FROM THE FUTURE GO BACK GO BACK YOU DONT WANNA LIVE 2020
June :&lt;
It’s 5th June and still listening to this beautiful song
1st june
No its may
I mean may 27
Its may
@Carla Villete I&#39;m your first sub
May 12, 2020 😬👋
Nope quarantine year
Today is May 1st.
It&#39;s May 1st
Aena Mustafa I know the feeling. I’m 20 . Gonna be 21 January 3.
April 16 😊
Hello!
Its 2025
@Aen im going to be turning 19 also in April :)
@Aen ikr 😭😭 I wanna go back
Makes me cry cuz i heard this alot at 11 12 and gonna be 19 soon in April , time flies 😳😭😭😭
@Ivan Oliver yeah I wrote that exactly 2 months ago
It&#39;s March."
💕,
Seriously?! Ten years and YouTube recommends this?? 😑 Am I living under a rock this whole time 🤔 dear lord... 😭,
Okay so I&#39;m not here because of Renejay or what. I also didn&#39;t search this. Just saw in my recommendations,
I missed you.,
"Ignore this comment as this is a personal msg for someone<br><br>Whether you&#39;re a superman or not, it doesnt matter. Just knowing how much you care for me is enough 😻",
Sinong nandito dahil kinanta ni Renejay ito para kay Samantha HAHAHAHAA<br>Sinong mga fan dito ni Dogie Ahahaha,
I had the same looking electric kettle 😂.,
Sude has style no lie,
I&#39;m here because Renejay and Samantha!,
I&#39;m here cause In my recommend 😂and i just know this song,
"Im not superman, but i can save you",
Nandito ako dahil sa harana ni renejay kay samantha.<br>Only nanonuod ng vlog ni dogie can relate,
"I&#39;m here because of wattpad, una ko syang napakinggan nung grade 7 ako, can&#39;t remember the story eh",
2018??? Anyone???,
"First heard it in 2011. I thought he&#39;s the male version of taylor swift, those high school days 🙉",
Literally watched the video because of how gorgeous the girl was 😬,
MARIS RACAL brought me here &lt;3,
Girl I&#39;m no super Man but I can do everything for you. ♥️😘😎 Lol 😂😅,
Im here because no one recommended it to me not even youtube so i recommended myself for this video,
im here because of luke hemmings,
I just unlocked the hidden memory,
"My Fav. Song :) <br>Date: Oct 2, 2020",
Here from First Dates Hotel!,
OOOOOMMMMMMGGGGGGGGG  I LOVE THIS SONG!!!! VIIIIIBBBBBEEEEESSSSSSS,
i hope i listen this song before i really good :D,
Hello beautiful hope you are having a spectacular day ;),"Thank you!:)
thanks!
thanks babe &lt;3
thanks, you too
Jarrod Smith ty ty"
king,
USE ME AS &quot;IM HERE BECAUSE OF RENEJAY&quot;,
hahah not a one direction fan but I feel a louis tomlinson vibe especially during their early 1D years. I also feel left out not being familiar with this songg haha like where am I living?,
Still watching😍,
The stripper \o/,"oh yeah the best song in the fic ever!!!!1
Eu também
omg sameeeee 😂
Eu também kkkkk
Pensé que era la unica.😱❤
Yass
Maaatteee I knew it had to be one those other fanfics I read xD
yassss 😏😏😏
Niick Scarlet eu também to aqui por causa de The Stripper. ❤
Niick Scarlet YESSSS
Niick Scarlet Cara perfeito a cena do parque ❤"
Nice,
"December 5, 2020 (8:07 am)<br>I&#39;ll be back here after 10 years.",
im here bcoz of RENEJAY haha 😂,
When I saw those bangs and those glasses I thought &quot;there&#39;s no way this video is recent&quot;. Guess I was right. 10 years ago.,
"October 13 , 2020 zupp to those people who are still listening to this amazing song",
Anyone here on Decemember 2020?,
RIP.... my friend,
🧡❤️💜💙💚💛,
"I came here bc of Luke Hemmings lmao, sorry not sorry",
"My favorite song , i’m from indonesia",
2019? 😄,
Who&#39;s here because not of renejay but because they loved this song for almost 10 years?,
First dates hotel brought me here,
Just found this yesterday.,
who the hell is this beautiful man,
Haha I came from He is We? :3,"same :3
+Joey Lee idk, did you?
+Joey Lee Some how I got here from We the Kings lol
same here haha
same!"
"If you are watching this today, Youtube recommended it lol &lt;3",
99 percent of 2020 comments:<br>Talking about renejay<br><br>Me: enjoying it....... pretty much...... YES!!!!,
October 2019. Anyone?,
Still listening in 2023,
So andito ako dahil sa The Boy Next Door ni ScribblerMia. My KJ and OA heart❤️,
Lol saw you on first dates,
I&#39;m here bcoz I&#39;m legend.. Duh.,
Joe Brooks brought me here!,
Sino andito dahil kinanta to ni renejay Kay sam,
I did not search for this as it was in my recommendation lol. 10 May 2020 Happy Mothers Day!!!,
WHY DOES HE LOOKS LIKE AN ANIME CHARACTER??!,
LSS sa harana ni Renejay kay Samantha.hahaha,
Who’s here before renejay? Gosh it’s been YEARS since I heard Joe Brooks’ voice 🥺,
my crush told me to listen to this song -.-,
Sino nandito dahil napanood yung vlog ni dogie na kinanta ni renejay kay sam <br>Like nyo kung kinilig din kayo,"Zen Drill Pagpatuloy mo lang yan brad ayos yan HAHAHA
Zen Drill HAHAHA very good
tangina mo
Zen Drill lol virgin kapa bata"
When you realized the last upload from this channel was 10 years ago...,
hemmingsssssss,"***** how to comment in youtube ?
yeaap😆
lmao same"
kalat sa wattpad tong kantang to dati haysttt how i miss,
2023 listening after many years,
Before shawn mendez there was this guy named joe brooks.!,
2022 still lss to this song,
2023 still🔥,
SA TAONG MAKAKABASA NITO. GUSTO KO SABIHING IKAW AY KAMAHAL MAHAL. YOU ARE LOVED. NEVER MONG IISIPIN NA IKAW AY NAG-IISA. SANA AY MAHANAP MO ANG TUNAY NA SAYA... AT YUN AY ANG MAMAHALIN MO ANG SARILI MO AT HUWAG IKUMPARA ANG SARILI SA IBA. SENDING YOU A VIRTUAL HUG! MAHAL KITA,
Still listening 2021,
"I was in high school when I first heard this, now I’m jobless because covid sucks",
Saya mendengar ini pada saat mau ujian sidang skripsi,
Here 1am cause a particular guy sends his cover of this song to me but I have this feeling that it&#39;s not intended for me tho tf,
"July 2021, and I’m back here again",
"i miss him, who&#39;s with me 2021?",
♡,
Youtube recommended 2 weeks after I watched Ben Folds&#39; Still Fighting It xD,
I like to think Joe Brooks is what Taylor Swift would have been like if she were a boy.😆😆😆,
i came here 5 years ago because of scribblermia&#39;s &#39;the boy next door&#39; <br>sml kj and oa &lt;33,
Woah. 10yrs na!,
Playing this on my xpressmusic. Lol,
basta sinuggest sakin ni crush &#39;to noong 2016 pa  hahhahahahhshsh,
"I got here from step up 3, damm hes cute wow! I like his voice.",
I was in high school when i first hear this song gaaad what that&#39;s mean that Im old  HAHAHAHAHA.,
The song is very cute,
I&#39;m lookin for this song on Spotify but I found nothing. Could someone explain that?,
been here since 2010  :),
Who remeber their old friend because of this song? (Ex?)🤣,
"Teenage song september.21,2021 who&#39;s with me?",
damn this was 13 years ago,
I playes this in a guess this song game .. none of my friends knew it :&#39;l,sed
Elementary days 😢😭,
Renejay brought me here!!😊...I love the song😊,
Is it just me or could Joe and Louis Tomlinson be twins?!,
I’m back at it again,
Unpopular opinion : I miss the old song genre.,
For those who did not see the meaning of the video the girl died and the man committed suicide so he can see the girl in heaven,
&lt;3&lt;3&lt;3,
🖐🏻 still here,
2020!!! 🙌🏻🙌🏻🙌🏻,
why... did youtube recommended this to me this 2020...,
why... did youtube recommended this to me this 2020...,
2021 u got me here again,
"Aaand It&#39;s 2021, Here I Am, Back Again.",
Sjjsjsjsj a que bonito se me hacía este wey cuando era adolescente......si mmmm puedo explicarlo,
Who came here since 2014 because of the wattpad presents &quot;unwanted girlfriend&quot;? I hear Kerko in this song :),
My eyes got fucking stuck on the thumbnail because I thought he was Louis Tomlinson...but the song&#39;s amazing anyway ❤️,
ahhh the cheesy love songs. i miss u,
I want to be superwoman 2020 woah,
Who&#39;s listening this in 2020 quarantine,
Didn&#39;t know Stephen Hawkins could sing.,
He looks like an anime husbando.,
Os Recomendados do Youtube estão melhorando,realmente ksksksk
Shutaaaa kakarinig ko lng nito dahil kay shiloah ❤❤❤,
Where is this guy :&#39;) he disappeared,
"If you&#39;re watching this still  in 2021, you&#39;re a good listener.",
Can someone please tell me the girls name. I remember she was on a TV show many years ago and I can’t remember her name of the shows name.<br>(EDIT) found it Giglianne Braga from “If I Can Dream a Web series,
Yall this has the same feel to it as a john Mayer song. This kid is almost or like him to a te.,
"ei,smallville. -Tom Welling is the best Superman",
Chords?,
Way back 2009 and still no girlfriend 🤦,
hoping this song won&#39;t ruin by tiktok,
"Recomendado de YouTube en cuarentena, dale like si eres latino",
Jason Mraz looks so different in this video.,
wait is this your body is a wonderland,
Who&#39;s here because of First Dates Hotel!? XD<br>I remember him from my old MySpace days 💕,Yes!
mds eu pensei q era o Louis Tomlinson kkkkkk,
Be honest It&#39;s not in your recommendation. You search for this video.,
since i hear this song id can not dance beacuse i juns singing it hahahhaahhaha,
2021 NEARING 2022 TICKET!!!,
I&#39;m here because of &quot;Heirs&quot; (KDrama) and Park Shin Hye,
My sister bullied me when I listened to this. I’m 14,
tangina kamiss tong kantang to!!!!,
Youtube recommending me something from 9 years ago.,
We all searched for this,
This video Come out from no where on my YouTube iloveit,
I came here bc Gibson was singing this lol,
"Its 2023, but im here",
Like who still listening to Joe&#39;s,
Like who still listening to Joe&#39;s,
Imagine being joe brooks and seeing all these filipinos in his song’s comment section,
이 노래 들었었던 한국인 손 !,
I hear some similar tones close to John Mayer&#39;s Im never going speaking up again,
11 years today,
eddie redmayne sounds like michael buble,
Because of favorite music of jaedezelle i came here,
😘,
"Hi, how&#39;s your 2020 going so far?",
2021 lestss goo!,
Who else here 9years ago? Daming nakiuso lang kasi napanuod sa sikat,
"If you can find this comment, you&#39;re a true legend!",
youtube recommendation &lt;3,
samjay!!,
What happened to him? Never heard of him again,
you did it again youtube,
sukakk!,
Who the hell uses capo in the 11th fret? Does he even know what he&#39;s doing musically-wise?,
2020 im here because of Young Justice. HELLO Meghan,
The Boy Next Door <br>KJ and OA😍,
2020 Alive.,
This was in my recommendations,
This is the &quot;Why is this on my recommended list?&quot; button.,
Youtube recommend<br>Me: Why after 10 years <br>YT:It&#39;s pandamic,
2020?<br>Who&#39;s with me?,
Everyone here for renejay but im just here for Gibson😗,
Here bec of joshane❤️,
Joe looks like old louis tomlinson lol,
😍hy im from indonesia,
"i&#39;m here because my cousin recommended me this song, so he probably was from renejay cover hahahahahahahaha",
mapag implowensyang tao talaga si boss dogs,
He looks like fetus Louis Tomlinson,
napunta ako rito dahil kay ate eydee HAHSHAHAA  kanta ni shiloah for imo 🥺💓,
いい曲作る人っぽいけど新しいのは長らく出ていないのかな？<br>また新しい曲を作ったら聴かせてくださいね。,
December 2020.. hands up..,
2020 ❤,
I&#39;m here because I thought this was a different song... did I stick around nope cuz it was the wrong song...,
"im here not bcoz of renejoy and i didnt know him also hahah, im here bcoz youtube revommend this to me",
por un momento pense que era louis tomilson !! 😅,
Renejay talaga the best harana 😂,
EXCUSE ME IS IT JUST ME WHO THOUGHT HE LOOKS LIKE LOUIS TOMLINSON WITH GLASSES?????????????????????????????????????????????????????? fetus louis though,
It&#39;s been ten years,
Legit yung TB,
Everyone: &quot;Who&#39;s here because of Renejay Harana?&quot; <br>Me: Im here because i want to then narinig ko din siya sa mall kahapon,
eyh 😵  ❤,
Who&#39;s here because they love the song and not because of Renejay?<br><br>Just me? Okie :&gt;,
por que yuo tube me lo recomienda ahora ? xD,
I’ll protect you brought me here,
thanks youtube for recommendation,
Who&#39;s Renejay? I just came here because this song is really cute &lt;3,
Man he looks like Louis Tomlinson......,
Ohhhh ito rin ba yung kinanta nila Will Jay?,
Where is he now??? I can&#39;t find his news <br>Please Somebody say me 😂😂😂,
this dude looks like louis tomlinson and tanner patrick fused,
2022!!! ❤️❤️,
First Dates Hotel 🏨 Brought me here ⭐️ Anyone else?!,
"Ber months of 2020, who&#39;s with me?",
2022 still here,
thank you youtube recommendation,
elementary days hayss,
This guy looks like john/masayoshi,
"Youtube recommended this. Aug. 22, 2020.",
that&#39;s Austin Reaves before he went to the NBA,
2021!💖,
why did i get this in my recommended randomly?,
Kim❤️❤️❤️,
it&#39;s been a decade na lol,
I just saw you on &quot;First dates&quot; the TV program.,
"Recommended now for me hahahaha. May 15, 2020.",
"Si hablas español, dale like a este comentario si youtube también te recomendó este video en pleno 2020","@Nicolás tossolini aquí andamos bro 😂🤟
El primer comentario en español gracias"
2020❤,
que vieja estoy,
Hands up for september 2021,
Joeeeee,
It&#39;s 2020 August 1!!!,
why is youtube recommending me this. at 2020,
i just clicked here because in the tumbnail he looks like regie from my mad fat diary lmao.,
"ok youtube algorithm, I like you.",
pozdro ze strimka,
"July 10, 2020 ♥️",
Clicked because I thought it was Louis Tomlinson... It did not dissapoint,&quot;SupermaAan&quot; XD
"December 10, 2020 🥰",
y u make me cry🥺,
Almost 2021 na...,
Who&#39;s watching this now???,
10 years ago hai why so fast,
Okay sige pumunta ako dito dahil fav toh ni jae sa j the daredevil,
"October 29, 2021 &lt;3",
Why does he look like fetus louis tomlinson??,
"Ako nandito hindi dahil kay renejay ba yun or samantha, andito ako kase since 2nd year highschool fave ko na to.",
why does he looks like 2010 louis tomlinson in the thumbnaill,
who the fack is renejay? Love this song when it released,
"Puro renejay, tween hearts kinanta din to!",
Who else got recommended?,
I&#39;m here because of kylers cover 😂,same
He looks like younger James Charles,
This was a cultural reset.,
Youtube recomendation me after ten years. Why you do this to me youtube?,
October 2020 💕,
"I searched this, dont judge me",
JHS MEMORIES,
December 2020 ♥,
Is it just me or Does he Look like LS from League hahHah,
Pinoy number one hehe 🙈🤧,
Lol this isn&#39;t a cover of a Lazlo Bane song xD,
2022 🧡,
Sino nandito dahil matagal nang idolo si joe brooks at hindi nandito dahil kay renejay?,
Louis Tomlinson vibes,
Sino andito hndi dahil kay renejay pero matagal nang fan ni joe brooks,
Its been 10years,
Sam and renejay get me here💕❤,
yt recommended. good though.,
BUENAAAA GERMANN,
2020 JUNE WHO&#39;S IN?,
"Ignore this comment<br><br>You shouldnt take every word that i said to my husband literally. I tell him that i need u for protection because those are easier to hear than any other thing. You dont know, he&#39;s crazy about me, he&#39;s delicate.",
Who&#39;s Renejay-<br>I just like the song honestly,
YouTube recommendation be nice,
2021!!!,
August 2020 💕,
From 10 Yrs ago 😀<br>Jakarta here...,
Ey 😍,
Sino nandito dahil ginamit ng isang guy ang song na to para sa ginawa nyang backround music para sa nililigawan nyang babae na nakilala nya sa social media?,
Who’s here from first dates ?,
youtube algorithm is weird why is this in my recommendation,
🙋🏻‍♂️,
Youtube recommended make me here,
Now I know how to harana girls❤️,
Lmao he looks like louis tomlinson. 😂,Same 🤣
2023 ♥,
Louis 2010/2011 aaaaaa,
I would say Superboy kk,
2021 🤘🏼,
Jaedezella Eve Silva Brought me here💖🤧,
Is he still making musics?,
I wish I have gf,
Me sees this:  &lt;3 <br>Me thinking this: rly hopes hes gay tho,
💔,
"OK so not a goldfinger cover, got it.....",
He is the face from poladofull,
fav :(,
La pibita es igual a Tini Stoessel man,
"2023, its been a while",
Who is here because of Shiloah and Imogen?,
Eyyy 10 years,
He looks like a young pewdiepie...,
First Dates Hotel brought me here :),
Lol. I looked this up.,
"Shit, wrong song. I thought this is that &quot;superman song&quot;",
"Wth<br>I though this was louis before reading the caption,lol.",
I clicked it becuz i thought i saw louis tomlinson😅,
NANDITO AKO HINDI DAHIL KAY RENEJAY PERO DAHIL NAKITA KOTO SA RECOMMENDATIONS KO HAHAHAHHA,
Porque hoje youtube? Porque???,
Esse cara é o Poladoful,
"Who else are here but you didnt search for it?<br>September, 2020 everyone???",
I&#39;m here and I&#39;ve been here for a few years because of goregoregibson this renegay is awful I listened to their cover,
It&#39;s been awhile,
Who&#39;s renejay? This suddenly appeared in recommended. I watched the vid couple years ago though. 😂,
Me: it&#39;s on my recommended<br>Others: Here bcs of Renejay,
This is Tumblr in a video.,
2021 anyone? 😩❤️,
2023 &lt;3,
2023 &lt;3,
Is it too much to ask for someone like this? Not just the song but the way he dresses and using polaroid pictures. Someone dorky and loves music.,
oh hello song from high school  homecoming,
Samantha and Renejay Brought me Here &lt;3,
louis tomlinson looks different here,
He looks like Louis Tomlinson,"Finally someone who noticed haha, especially  when Joe wears his glasses :D"
шутка смех,
Sinong pumunta dito dahil kay jaedezelle hahahaha,
August 2020 ending ...anyone here ?,
Wahhhhh i remember shiloah suarez huhuhu my best boy,
Louis Tomlinson😂😂,
Here from first dates,
2021 like here❣️,
Recommended on my youtube feed Anyone..,
HI SHENA! INCASE YOU ARE LISTENING TO THIS 😂,
how did I get here? How is this in my recommended feed?,
2020 anyone. It&#39;s December 21,
Why is this in my recommended at Aug 2020???,
I love you moree JayMark Formento ❤️,❤❤❤❤
"Putangina bat ako napadpad dito? (June 30,2020)",
RENEJAY BROUGHT ME HERE&lt;333,
AVDMDG❤️,
whos renejay? im here from my middle school years !,
I love you angelica avelino!!!,🥰🥰🥰🥰🥰
Panay kayo renejay. Eh matagal ng sikat to hahahhaha been listening to this since 2012 lol,
"December 18, 2020.9:51AM (PH Time)",
2022 ✌🏻,
June?❤️,
RENEJAYYYYY BROUGHT ME HERE!!!!!!!!!!!!,
แว๊บแรกที่เห็นรูปปก นึกว่าสตีเฟ่นโอปป้า 55555555 แงงงง นุ๊ขอโทษ,
Nov 21 2020 😂😂,
renejay brought me here 🥺🔥,
Sino nandito dahil kay kevin?,
Who comes here because of SamJay? <br>Who’s with mee?,
Present🙃,
who tf is renejay and why does no one feel the nostalgia,
"someone, please tell me who even is renejay....?",
Dec 2020 who&#39;s here??,
The heirs  anyone  ?,
Naalala ko lang si Renejay-^-,
perdón pero flashee a Louis Tomlinson,
got curious coz of Kyler Chua of Hori7on,
Di ko kilala si renejay mga bata. Matagal ko na tong alam. xD,
Chill,
damnt  you recommended,
Who&#39;s here because of renejay?,
2020 It&#39;s July 23th,
Them : Renejay and Samantha (I don&#39;t know who the hell are they)<br>Me: Recommendation,
Who&#39;s here cause of renejay?,
I&#39;m here from Watpadd😭,
2023??🥰,
2021 😔,
"2021, Who&#39;s here?!!!",
Your eyes... whaaat?,
2021 anyone. It&#39;s january 1rst.,
2022 anyone? 🥰,
2020 sucks this is the same great song,
Si resandeo <br>La resandeo<br>Con capo en fa,
What happened to joe brooks??,He ended up appearing on First Dates Hotel on TV.
July❤Renejay,
2022!,
Who&#39;s here bcuz of renerequista,
Hello 2023 !! ❤,
loollike daniel padilla in the Philippines,
Why 2020 RECOMMENDATION 😆,
2021 ANYONE HERE?,
Renejay😂😂,
🖐️,
"2021 anyone, its January 1st",
ONLY legend  will Like this comment.,
"Hm, why&#39;s this in my recommended?",
"March 20, 2021 <a href=""https://www.youtube.com/watch?v=otx0Bnru0dY&amp;t=17m16s"">17:16</a> GMT+8",
Honestly who the heck is renejay and why is everyone here for him or whatever,
sino nandito dahil kay renejay?,
who&#39;s here <b>not</b> bc of renajay? just me ;-;? mk,
1 day before 2021,
